time,x,y,z,qw,qx,qy,qz
12.2826087,0.807519,0.000000,0.111373,0.707107,0.000000,0.000000,0.707107
12.31884058,0.815371,0.000000,0.119027,0.707107,0.000000,0.000000,0.707107
12.35507246,0.823049,0.000000,0.126431,0.707107,0.000000,0.000000,0.707107
12.39130435,0.830564,0.000000,0.133682,0.707107,0.000000,0.000000,0.707107
12.42753623,0.837926,0.000000,0.140874,0.707107,0.000000,0.000000,0.707107
12.46376812,0.845146,0.000000,0.148101,0.707107,0.000000,0.000000,0.707107
12.5,0.852234,0.000000,0.155458,0.707107,0.000000,0.000000,0.707107
12.53623188,0.859200,0.000000,0.163040,0.707107,0.000000,0.000000,0.707107
12.57246377,0.866055,0.000000,0.170941,0.707107,0.000000,0.000000,0.707107
12.60869565,0.872808,0.000000,0.179256,0.707107,0.000000,0.000000,0.707107
12.64492754,0.879471,0.000000,0.188081,0.707107,0.000000,0.000000,0.707107
12.68115942,0.886053,0.000000,0.197508,0.707107,0.000000,0.000000,0.707107
12.7173913,0.892565,0.000000,0.207635,0.707107,0.000000,0.000000,0.707107
12.75362319,0.899016,0.000000,0.218554,0.707107,0.000000,0.000000,0.707107
12.78985507,0.905407,0.000000,0.230317,0.707107,0.000000,0.000000,0.707107
12.82608696,0.911685,0.000000,0.242788,0.707107,0.000000,0.000000,0.707107
12.86231884,0.917786,0.000000,0.255776,0.707107,0.000000,0.000000,0.707107
12.89855072,0.923645,0.000000,0.269092,0.707107,0.000000,0.000000,0.707107
12.93478261,0.929197,0.000000,0.282548,0.707107,0.000000,0.000000,0.707107
12.97101449,0.934376,0.000000,0.295952,0.707107,0.000000,0.000000,0.707107
13.00724638,0.939119,0.000000,0.309117,0.707107,0.000000,0.000000,0.707107
13.04347826,0.943359,0.000000,0.321852,0.707107,0.000000,0.000000,0.707107
13.07971014,0.947033,0.000000,0.333968,0.707107,0.000000,0.000000,0.707107
13.11594203,0.950075,0.000000,0.345276,0.707107,0.000000,0.000000,0.707107
13.15217391,0.952420,0.000000,0.355586,0.707107,0.000000,0.000000,0.707107
13.1884058,0.954003,0.000000,0.364709,0.707107,0.000000,0.000000,0.707107
13.22463768,0.954759,0.000000,0.372455,0.707107,0.000000,0.000000,0.707107
13.26086957,0.954624,0.000000,0.378636,0.707107,0.000000,0.000000,0.707107
13.29710145,0.953533,0.000000,0.383061,0.707107,0.000000,0.000000,0.707107
13.33333333,0.951420,0.000000,0.385542,0.707107,0.000000,0.000000,0.707107
13.36956522,0.948261,0.000000,0.385978,0.707107,0.000000,0.000000,0.707107
13.4057971,0.944135,0.000000,0.384491,0.707107,0.000000,0.000000,0.707107
13.44202899,0.939135,0.000000,0.381240,0.707107,0.000000,0.000000,0.707107
13.47826087,0.933356,0.000000,0.376381,0.707107,0.000000,0.000000,0.707107
13.51449275,0.926892,0.000000,0.370073,0.707107,0.000000,0.000000,0.707107
13.55072464,0.919837,0.000000,0.362473,0.707107,0.000000,0.000000,0.707107
13.58695652,0.912285,0.000000,0.353739,0.707107,0.000000,0.000000,0.707107
13.62318841,0.904331,0.000000,0.344028,0.707107,0.000000,0.000000,0.707107
13.65942029,0.900200,0.000000,0.338763,0.707107,0.000000,0.000000,0.707107
13.69565217,0.896068,0.000000,0.333498,0.707107,0.000000,0.000000,0.707107
13.73188406,0.891829,0.000000,0.327902,0.707107,0.000000,0.000000,0.707107
13.76811594,0.887590,0.000000,0.322306,0.707107,0.000000,0.000000,0.707107
13.80434783,0.885440,0.000000,0.319382,0.707107,0.000000,0.000000,0.707107
13.84057971,0.883290,0.000000,0.316458,0.707107,0.000000,0.000000,0.707107
13.87681159,0.882216,0.000000,0.314995,0.707107,0.000000,0.000000,0.707107
13.91304348,0.881141,0.000000,0.313533,0.707107,0.000000,0.000000,0.707107
13.94927536,0.880603,0.000000,0.312802,0.707107,0.000000,0.000000,0.707107
13.98550725,0.880335,0.000000,0.312437,0.707107,0.000000,0.000000,0.707107
14.02173913,0.880066,0.000000,0.312071,0.707107,0.000000,0.000000,0.707107
14.05797101,0.879528,0.000000,0.311340,0.707107,0.000000,0.000000,0.707107
14.0942029,0.878991,0.000000,0.310609,0.707107,0.000000,0.000000,0.707107
14.13043478,0.877913,0.000000,0.309104,0.707107,0.000000,0.000000,0.707107
14.16666667,0.876835,0.000000,0.307599,0.707107,0.000000,0.000000,0.707107
14.20289855,0.875757,0.000000,0.306093,0.707107,0.000000,0.000000,0.707107
14.23913043,0.874679,0.000000,0.304588,0.707107,0.000000,0.000000,0.707107
14.27536232,0.872523,0.000000,0.301578,0.707107,0.000000,0.000000,0.707107
14.3115942,0.870367,0.000000,0.298567,0.707107,0.000000,0.000000,0.707107
14.34782609,0.868228,0.000000,0.295509,0.707107,0.000000,0.000000,0.707107
14.38405797,0.866089,0.000000,0.292451,0.707107,0.000000,0.000000,0.707107
14.42028986,0.863949,0.000000,0.289394,0.707107,0.000000,0.000000,0.707107
14.45652174,0.861810,0.000000,0.286336,0.707107,0.000000,0.000000,0.707107
14.49275362,0.857612,0.000000,0.280204,0.707107,0.000000,0.000000,0.707107
14.52898551,0.853415,0.000000,0.274073,0.707107,0.000000,0.000000,0.707107
14.56521739,0.849346,0.000000,0.268005,0.707107,0.000000,0.000000,0.707107
14.60144928,0.845276,0.000000,0.261937,0.707107,0.000000,0.000000,0.707107
14.63768116,0.841382,0.000000,0.256010,0.707107,0.000000,0.000000,0.707107
14.67391304,0.837487,0.000000,0.250084,0.707107,0.000000,0.000000,0.707107
14.71014493,0.833813,0.000000,0.244375,0.707107,0.000000,0.000000,0.707107
14.74637681,0.830140,0.000000,0.238667,0.707107,0.000000,0.000000,0.707107
14.7826087,0.826712,0.000000,0.233194,0.707107,0.000000,0.000000,0.707107
14.81884058,0.823283,0.000000,0.227721,0.707107,0.000000,0.000000,0.707107
14.85507246,0.816923,0.000000,0.217173,0.707107,0.000000,0.000000,0.707107
14.89130435,0.811064,0.000000,0.206945,0.707107,0.000000,0.000000,0.707107
14.92753623,0.805713,0.000000,0.196961,0.707107,0.000000,0.000000,0.707107
14.96376812,0.800874,0.000000,0.187144,0.707107,0.000000,0.000000,0.707107
15.0,0.796553,0.000000,0.177416,0.707107,0.000000,0.000000,0.707107
15.03623188,0.792755,0.000000,0.167700,0.707107,0.000000,0.000000,0.707107
15.07246377,0.789485,0.000000,0.157921,0.707107,0.000000,0.000000,0.707107
15.10869565,0.786749,0.000000,0.147999,0.707107,0.000000,0.000000,0.707107
15.14492754,0.784552,0.000000,0.137859,0.707107,0.000000,0.000000,0.707107
15.18115942,0.782899,0.000000,0.127423,0.707107,0.000000,0.000000,0.707107
15.2173913,0.781796,0.000000,0.116614,0.707107,0.000000,0.000000,0.707107
15.25362319,0.781248,0.000000,0.105356,0.707107,0.000000,0.000000,0.707107
15.28985507,0.781259,0.000000,0.093571,0.707107,0.000000,0.000000,0.707107
15.32608696,0.781836,0.000000,0.081183,0.707107,0.000000,0.000000,0.707107
15.36231884,0.782987,0.000000,0.068239,0.707107,0.000000,0.000000,0.707107
15.39855072,0.784727,0.000000,0.055009,0.707107,0.000000,0.000000,0.707107
15.43478261,0.787070,0.000000,0.041784,0.707107,0.000000,0.000000,0.707107
15.47101449,0.790032,0.000000,0.028856,0.707107,0.000000,0.000000,0.707107
15.50724638,0.793628,0.000000,0.016519,0.707107,0.000000,0.000000,0.707107
15.54347826,0.797873,0.000000,0.005063,0.707107,0.000000,0.000000,0.707107
15.57971014,0.802783,0.000000,-0.005218,0.707107,0.000000,0.000000,0.707107
15.61594203,0.808372,0.000000,-0.014032,0.707107,0.000000,0.000000,0.707107
15.65217391,0.814655,0.000000,-0.021088,0.707107,0.000000,0.000000,0.707107
15.6884058,0.821649,0.000000,-0.026092,0.707107,0.000000,0.000000,0.707107
15.72463768,0.829366,0.000000,-0.028754,0.707107,0.000000,0.000000,0.707107
15.76086957,0.837773,0.000000,-0.028938,0.707107,0.000000,0.000000,0.707107
15.79710145,0.846721,0.000000,-0.026839,0.707107,0.000000,0.000000,0.707107
15.83333333,0.856051,0.000000,-0.022697,0.707107,0.000000,0.000000,0.707107
15.86956522,0.865603,0.000000,-0.016751,0.707107,0.000000,0.000000,0.707107
15.9057971,0.875215,0.000000,-0.009239,0.707107,0.000000,0.000000,0.707107
15.94202899,0.884728,0.000000,-0.000402,0.707107,0.000000,0.000000,0.707107
15.97826087,0.893982,0.000000,0.009521,0.707107,0.000000,0.000000,0.707107
16.01449275,0.902816,0.000000,0.020292,0.707107,0.000000,0.000000,0.707107
16.05072464,0.911075,0.000000,0.031673,0.707107,0.000000,0.000000,0.707107
16.08695652,0.918728,0.000000,0.043475,0.707107,0.000000,0.000000,0.707107
16.12318841,0.925865,0.000000,0.055554,0.707107,0.000000,0.000000,0.707107
16.15942029,0.932583,0.000000,0.067769,0.707107,0.000000,0.000000,0.707107
16.19565217,0.938978,0.000000,0.079979,0.707107,0.000000,0.000000,0.707107
16.23188406,0.945145,0.000000,0.092043,0.707107,0.000000,0.000000,0.707107
16.26811594,0.951180,0.000000,0.103818,0.707107,0.000000,0.000000,0.707107
16.30434783,0.957179,0.000000,0.115166,0.707107,0.000000,0.000000,0.707107
16.34057971,0.963238,0.000000,0.125943,0.707107,0.000000,0.000000,0.707107
16.37681159,0.969452,0.000000,0.136009,0.707107,0.000000,0.000000,0.707107
16.41304348,0.975919,0.000000,0.145222,0.707107,0.000000,0.000000,0.707107
16.44927536,0.982733,0.000000,0.153442,0.707107,0.000000,0.000000,0.707107
16.48550725,0.989991,0.000000,0.160526,0.707107,0.000000,0.000000,0.707107
16.52173913,0.997788,0.000000,0.166335,0.707107,0.000000,0.000000,0.707107
16.55797101,1.006220,0.000000,0.170726,0.707107,0.000000,0.000000,0.707107
16.5942029,1.015380,0.000000,0.173558,0.707107,0.000000,0.000000,0.707107
16.63043478,1.025370,0.000000,0.174691,0.707107,0.000000,0.000000,0.707107
16.66666667,1.030830,0.000000,0.174337,0.707107,0.000000,0.000000,0.707107
16.70289855,1.036290,0.000000,0.173983,0.707107,0.000000,0.000000,0.707107
16.73913043,1.042250,0.000000,0.172639,0.707107,0.000000,0.000000,0.707107
16.77536232,1.048220,0.000000,0.171295,0.707107,0.000000,0.000000,0.707107
16.8115942,1.054630,0.000000,0.169013,0.707107,0.000000,0.000000,0.707107
16.84782609,1.061040,0.000000,0.166730,0.707107,0.000000,0.000000,0.707107
16.88405797,1.067650,0.000000,0.163763,0.707107,0.000000,0.000000,0.707107
16.92028986,1.074250,0.000000,0.160796,0.707107,0.000000,0.000000,0.707107
16.95652174,1.080800,0.000000,0.157419,0.707107,0.000000,0.000000,0.707107
16.99275362,1.087340,0.000000,0.154042,0.707107,0.000000,0.000000,0.707107
17.02898551,1.093540,0.000000,0.150530,0.707107,0.000000,0.000000,0.707107
17.06521739,1.099750,0.000000,0.147018,0.707107,0.000000,0.000000,0.707107
17.10144928,1.105360,0.000000,0.143645,0.707107,0.000000,0.000000,0.707107
17.13768116,1.110970,0.000000,0.140272,0.707107,0.000000,0.000000,0.707107
17.17391304,1.115720,0.000000,0.137313,0.707107,0.000000,0.000000,0.707107
17.21014493,1.120460,0.000000,0.134354,0.707107,0.000000,0.000000,0.707107
17.24637681,1.124080,0.000000,0.132084,0.707107,0.000000,0.000000,0.707107
17.2826087,1.127690,0.000000,0.129813,0.707107,0.000000,0.000000,0.707107
17.31884058,1.129910,0.000000,0.128506,0.707107,0.000000,0.000000,0.707107
17.35507246,1.132130,0.000000,0.127198,0.707107,0.000000,0.000000,0.707107
17.39130435,1.133250,0.000000,0.127054,0.707107,0.000000,0.000000,0.707107
17.42753623,1.130850,0.000000,0.129550,0.707107,0.000000,0.000000,0.707107
17.46376812,1.128100,0.000000,0.131845,0.707107,0.000000,0.000000,0.707107
17.5,1.125360,0.000000,0.134139,0.707107,0.000000,0.000000,0.707107
17.53623188,1.121310,0.000000,0.137169,0.707107,0.000000,0.000000,0.707107
17.57246377,1.117260,0.000000,0.140198,0.707107,0.000000,0.000000,0.707107
17.60869565,1.112160,0.000000,0.143651,0.707107,0.000000,0.000000,0.707107
17.64492754,1.107050,0.000000,0.147103,0.707107,0.000000,0.000000,0.707107
17.68115942,1.101140,0.000000,0.150666,0.707107,0.000000,0.000000,0.707107
17.7173913,1.095230,0.000000,0.154230,0.707107,0.000000,0.000000,0.707107
17.75362319,1.088760,0.000000,0.157592,0.707107,0.000000,0.000000,0.707107
17.78985507,1.082280,0.000000,0.160955,0.707107,0.000000,0.000000,0.707107
17.82608696,1.075490,0.000000,0.163804,0.707107,0.000000,0.000000,0.707107
17.86231884,1.068700,0.000000,0.166654,0.707107,0.000000,0.000000,0.707107
17.89855072,1.061840,0.000000,0.168678,0.707107,0.000000,0.000000,0.707107
17.93478261,1.054980,0.000000,0.170703,0.707107,0.000000,0.000000,0.707107
17.97101449,1.048300,0.000000,0.171591,0.707107,0.000000,0.000000,0.707107
18.00724638,1.041610,0.000000,0.172479,0.707107,0.000000,0.000000,0.707107
18.04347826,1.035290,0.000000,0.172052,0.707107,0.000000,0.000000,0.707107
18.07971014,1.028960,0.000000,0.171624,0.707107,0.000000,0.000000,0.707107
18.11594203,1.023040,0.000000,0.169976,0.707107,0.000000,0.000000,0.707107
18.15217391,1.017120,0.000000,0.168329,0.707107,0.000000,0.000000,0.707107
18.1884058,1.006160,0.000000,0.162855,0.707107,0.000000,0.000000,0.707107
18.22463768,0.996130,0.000000,0.155462,0.707107,0.000000,0.000000,0.707107
18.26086957,0.987105,0.000000,0.146412,0.707107,0.000000,0.000000,0.707107
18.29710145,0.979146,0.000000,0.135964,0.707107,0.000000,0.000000,0.707107
18.33333333,0.972315,0.000000,0.124380,0.707107,0.000000,0.000000,0.707107
18.36956522,0.966675,0.000000,0.111920,0.707107,0.000000,0.000000,0.707107
18.4057971,0.962290,0.000000,0.098844,0.707107,0.000000,0.000000,0.707107
18.44202899,0.959224,0.000000,0.085413,0.707107,0.000000,0.000000,0.707107
18.47826087,0.957539,0.000000,0.071888,0.707107,0.000000,0.000000,0.707107
18.51449275,0.957298,0.000000,0.058530,0.707107,0.000000,0.000000,0.707107
18.55072464,0.958565,0.000000,0.045599,0.707107,0.000000,0.000000,0.707107
18.58695652,0.961403,0.000000,0.033355,0.707107,0.000000,0.000000,0.707107
18.62318841,0.965876,0.000000,0.022060,0.707107,0.000000,0.000000,0.707107
18.65942029,0.972033,0.000000,0.011965,0.707107,0.000000,0.000000,0.707107
18.69565217,0.979739,0.000000,0.003208,0.707107,0.000000,0.000000,0.707107
18.73188406,0.988728,0.000000,-0.004155,0.707107,0.000000,0.000000,0.707107
18.76811594,0.993728,0.000000,-0.007114,0.707107,0.000000,0.000000,0.707107
18.80434783,0.998728,0.000000,-0.010072,0.707107,0.000000,0.000000,0.707107
18.84057971,1.004100,0.000000,-0.012281,0.707107,0.000000,0.000000,0.707107
18.87681159,1.009470,0.000000,-0.014490,0.707107,0.000000,0.000000,0.707107
18.91304348,1.015070,0.000000,-0.015922,0.707107,0.000000,0.000000,0.707107
18.94927536,1.020680,0.000000,-0.017355,0.707107,0.000000,0.000000,0.707107
18.98550725,1.026380,0.000000,-0.017986,0.707107,0.000000,0.000000,0.707107
19.02173913,1.032090,0.000000,-0.018616,0.707107,0.000000,0.000000,0.707107
19.05797101,1.037760,0.000000,-0.018417,0.707107,0.000000,0.000000,0.707107
19.0942029,1.043430,0.000000,-0.018218,0.707107,0.000000,0.000000,0.707107
19.13043478,1.048960,0.000000,-0.017198,0.707107,0.000000,0.000000,0.707107
19.16666667,1.054490,0.000000,-0.016177,0.707107,0.000000,0.000000,0.707107
19.20289855,1.059830,0.000000,-0.014398,0.707107,0.000000,0.000000,0.707107
19.23913043,1.065160,0.000000,-0.012620,0.707107,0.000000,0.000000,0.707107
19.27536232,1.070260,0.000000,-0.010153,0.707107,0.000000,0.000000,0.707107
19.3115942,1.075360,0.000000,-0.007685,0.707107,0.000000,0.000000,0.707107
19.34782609,1.080180,0.000000,-0.004598,0.707107,0.000000,0.000000,0.707107
19.38405797,1.084990,0.000000,-0.001511,0.707107,0.000000,0.000000,0.707107
19.42028986,1.089470,0.000000,0.002127,0.707107,0.000000,0.000000,0.707107
19.45652174,1.093940,0.000000,0.005765,0.707107,0.000000,0.000000,0.707107
19.49275362,1.098040,0.000000,0.009883,0.707107,0.000000,0.000000,0.707107
19.52898551,1.102140,0.000000,0.014002,0.707107,0.000000,0.000000,0.707107
19.56521739,1.105810,0.000000,0.018533,0.707107,0.000000,0.000000,0.707107
19.60144928,1.109480,0.000000,0.023064,0.707107,0.000000,0.000000,0.707107
19.63768116,1.112680,0.000000,0.027937,0.707107,0.000000,0.000000,0.707107
19.67391304,1.115870,0.000000,0.032810,0.707107,0.000000,0.000000,0.707107
19.71014493,1.121250,0.000000,0.043106,0.707107,0.000000,0.000000,0.707107
19.74637681,1.125640,0.000000,0.053825,0.707107,0.000000,0.000000,0.707107
19.7826087,1.129090,0.000000,0.064841,0.707107,0.000000,0.000000,0.707107
19.81884058,1.131650,0.000000,0.076029,0.707107,0.000000,0.000000,0.707107
19.85507246,1.133370,0.000000,0.087265,0.707107,0.000000,0.000000,0.707107
19.89130435,1.134300,0.000000,0.098424,0.707107,0.000000,0.000000,0.707107
19.92753623,1.134500,0.000000,0.109381,0.707107,0.000000,0.000000,0.707107
19.96376812,1.134000,0.000000,0.120010,0.707107,0.000000,0.000000,0.707107
20.0,1.132850,0.000000,0.130188,0.707107,0.000000,0.000000,0.707107
